date,model_rank,code,name,model_score,oc_return_pct,candidate_id,fold_period,top_k,executed
2025-05-08,1,6034,ＭＲＴ,0.11308765281951445,-0.14492753623188692,L4_price_control,2025-05,2,True
2025-05-08,2,2908,フジッコ,0.11183492381298171,0.6815365551424923,L4_price_control,2025-05,2,True
2025-05-09,1,7043,アルー,0.11522432839812936,2.384291725105192,L4_price_control,2025-05,2,True
2025-05-09,2,6492,岡野バルブ製造,0.11425801752551223,3.750000000000009,L4_price_control,2025-05,2,True
2025-05-12,1,7345,アイ・パートナーズフィナンシャル,0.12961754498014105,1.6042780748663166,L4_price_control,2025-05,2,True
2025-05-12,2,8699,ＨＳホールディングス,0.11405056355929208,0.5268703898840821,L4_price_control,2025-05,2,True
2025-05-13,1,2282,日本ハム,0.12740010407049004,-0.43330821401658115,L4_price_control,2025-05,2,True
2025-05-13,2,7345,アイ・パートナーズフィナンシャル,0.12609430538671174,-1.0714285714285676,L4_price_control,2025-05,2,True
2025-05-14,1,7345,アイ・パートナーズフィナンシャル,0.13983829492272726,3.392857142857153,L4_price_control,2025-05,2,True
2025-05-14,2,1898,世紀東急⼯業,0.1258085693623762,-1.261387526278912,L4_price_control,2025-05,2,True
2025-05-15,1,4069,ＢｌｕｅＭｅｍｅ,0.12166096800030529,2.57548845470692,L4_price_control,2025-05,2,True
2025-05-15,2,3353,メディカル一光グループ,0.11805787534767861,0.2565198802907176,L4_price_control,2025-05,2,True
2025-05-16,1,7345,アイ・パートナーズフィナンシャル,0.13029560558292252,0.8928571428571397,L4_price_control,2025-05,2,True
2025-05-16,2,3513,イチカワ,0.11808890062062491,0.1818181818181719,L4_price_control,2025-05,2,True
2025-05-19,1,6034,ＭＲＴ,0.11618820218068768,-1.3274336283185861,L4_price_control,2025-05,2,True
2025-05-19,2,7815,東京ボード⼯業,0.10957625874318552,1.5254237288135686,L4_price_control,2025-05,2,True
2025-05-20,1,7345,アイ・パートナーズフィナンシャル,0.1163407575693703,0.727272727272732,L4_price_control,2025-05,2,True
2025-05-20,2,9416,ビジョン,0.11345724560745714,-0.08643042350907626,L4_price_control,2025-05,2,True
2025-05-21,1,6346,キクカワエンタープライズ,0.1088579606381919,0.8944543828264706,L4_price_control,2025-05,2,True
2025-05-21,2,6670,ＭＣＪ,0.10665537072006841,-1.5128593040847238,L4_price_control,2025-05,2,True
2025-05-27,1,5945,天龍製鋸,0.11800283420726844,0.10804970286331095,L4_price_control,2025-05,2,True
2025-05-27,2,7345,アイ・パートナーズフィナンシャル,0.11181695787139158,5.185185185185182,L4_price_control,2025-05,2,True
2025-05-28,1,5945,天龍製鋸,0.13109457488725768,0.37776578521315773,L4_price_control,2025-05,2,True
