stage,candidate_id,date,model_rank,code,name,model_score,label,oc_return_pct,outcome_observed,source_complete,universe_source_complete
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-11,1,6794,フォスター電機,0.5627929663303127,1.0,1.1716057891109521,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-11,2,4435,カオナビ,0.5625873594308617,0.0,0.0,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-12,1,4587,ペプチドリーム,0.5646905938606716,0.0,-1.0379316852236253,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-12,2,4435,カオナビ,0.5646024897127858,1.0,1.4354066985645897,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-13,1,7048,ベルトラ,0.5566050619329522,1.0,0.7017543859649145,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-13,2,2970,グッドライフカンパニー,0.5563819252335467,1.0,3.5781544256120457,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-16,1,3475,グッドコムアセット,0.5687461585370356,1.0,1.4285714285714235,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-16,2,2986,ＬＡホールディングス,0.5533065670706584,1.0,1.4399999999999968,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-17,1,6836,ぷらっとホーム,0.5502253100649707,1.0,8.007312614259599,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-17,2,4286,ＣＬホールディングス,0.5501728814609658,0.0,-2.4316109422492405,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-18,1,3452,ビーロット,0.565634394461046,1.0,3.923076923076918,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-18,2,6614,シキノハイテック,0.5614434249410788,0.0,-0.7920792079207928,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-19,1,4047,関東電化⼯業,0.5545293444895018,1.0,1.5182186234817818,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-19,2,7554,幸楽苑,0.5521780051047283,0.0,-0.5802707930367523,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-20,1,7138,ＴＯＲＩＣＯ,0.559273850568023,0.0,-0.7662835249042099,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-20,2,4175,ｃｏｌｙ,0.5571081081691864,1.0,1.3659237958303372,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-23,1,4175,ｃｏｌｙ,0.5732500825609976,0.0,-2.867132867132871,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-23,2,3452,ビーロット,0.5567165792503723,0.0,-0.4474272930648726,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-24,1,4047,関東電化⼯業,0.554606526248694,0.0,-0.8884501480750262,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-24,2,6027,弁護士ドットコム,0.5538503420630233,0.0,-1.2931034482758674,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-25,1,7041,ＣＲＧホールディングス,0.5673655346947349,0.0,-4.558404558404561,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-25,2,4813,ＡＣＣＥＳＳ,0.5524685300115239,0.0,-1.9585253456221197,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-26,1,9159,Ｗ ＴＯＫＹＯ,0.5567000095188721,0.0,-2.6687598116169498,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-26,2,4813,ＡＣＣＥＳＳ,0.5564369767468036,0.0,-0.588235294117645,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-27,1,4395,アクリート,0.5620015313381729,1.0,5.603448275862077,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-27,2,9159,Ｗ ＴＯＫＹＯ,0.5593299716908082,1.0,2.5515743756786113,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-30,1,9376,ユーラシア旅行社,0.5561023371995257,1.0,1.6227180527383478,True,True,True
feature_design,raked_logit_c003__636907555fe518d0__f_legacy_price_12,2024-12-30,2,4175,ｃｏｌｙ,0.5536395399435341,1.0,0.7331378299120228,True,True,True
